"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas101","modelo_arboles - Gini",0.805,0.195,0.94231,0.78,0.63303,0.88506,"minsplit=2",3,1,"moviles112"
"resumen_metricas.1101","modelo_arboles - information",0.805,0.195,0.95192,0.6,0.78899,0.88506,"minsplit=2",3,1,"moviles112"
"resumen_metricas111","modelo_arboles - Gini",0.825,0.175,0.93548,0.77778,0.65591,0.92453,"minsplit=2",3,2,"moviles112"
"resumen_metricas.1111","modelo_arboles - information",0.8225,0.1775,0.95699,0.75,0.70968,0.87736,"minsplit=2",3,2,"moviles112"
"resumen_metricas121","modelo_arboles - Gini",0.805,0.195,0.95495,0.72632,0.75258,0.76289,"minsplit=2",3,3,"moviles112"
"resumen_metricas.1121","modelo_arboles - information",0.8,0.2,0.95495,0.65263,0.76289,0.80412,"minsplit=2",3,3,"moviles112"
"resumen_metricas131","modelo_arboles - Gini",0.79,0.21,0.94681,0.71429,0.65686,0.84906,"minsplit=2",3,4,"moviles112"
"resumen_metricas.1131","modelo_arboles - information",0.7825,0.2175,0.96809,0.60204,0.70588,0.85849,"minsplit=2",3,4,"moviles112"
"resumen_metricas141","modelo_arboles - Gini",0.79,0.21,0.90816,0.61616,0.76768,0.86538,"minsplit=2",3,5,"moviles112"
"resumen_metricas.1141","modelo_arboles - information",0.8025,0.1975,0.90816,0.66667,0.76768,0.86538,"minsplit=2",3,5,"moviles112"
"resumen_metricas17","modelo_svm - linear",0.9575,0.0425,0.96809,0.93548,0.93694,0.9902,"detalle_1",1,1,"moviles111"
"resumen_metricas.117","modelo_svm - polynomial",0.805,0.195,0.87234,0.80645,0.78378,0.76471,"detalle_1",1,1,"moviles111"
"resumen_metricas.2","modelo_svm - radial",0.8775,0.1225,0.91489,0.89247,0.85586,0.85294,"detalle_1",1,1,"moviles111"
"resumen_metricas.3","modelo_svm - sigmoid",0.9025,0.0975,0.94681,0.88172,0.83784,0.95098,"detalle_1",1,1,"moviles111"
"resumen_metricas18","modelo_svm - linear",0.97,0.03,0.98958,0.96774,0.94681,0.97436,"detalle_1",1,2,"moviles111"
"resumen_metricas.118","modelo_svm - polynomial",0.7875,0.2125,0.80208,0.75269,0.82979,0.76923,"detalle_1",1,2,"moviles111"
"resumen_metricas.21","modelo_svm - radial",0.9225,0.0775,0.96875,0.92473,0.87234,0.92308,"detalle_1",1,2,"moviles111"
"resumen_metricas.31","modelo_svm - sigmoid",0.93,0.07,0.96875,0.89247,0.89362,0.95726,"detalle_1",1,2,"moviles111"
"resumen_metricas22","modelo_svm - linear",0.955,0.045,0.92857,0.9604,0.93939,0.9902,"detalle_1",1,3,"moviles111"
"resumen_metricas.122","modelo_svm - polynomial",0.82,0.18,0.88776,0.80198,0.77778,0.81373,"detalle_1",1,3,"moviles111"
"resumen_metricas.22","modelo_svm - radial",0.865,0.135,0.92857,0.85149,0.83838,0.84314,"detalle_1",1,3,"moviles111"
"resumen_metricas.32","modelo_svm - sigmoid",0.88,0.12,0.87755,0.89109,0.84848,0.90196,"detalle_1",1,3,"moviles111"
"resumen_metricas32","modelo_svm - linear",0.9725,0.0275,0.98214,0.9717,0.93407,1,"detalle_1",1,4,"moviles111"
"resumen_metricas.132","modelo_svm - polynomial",0.8425,0.1575,0.83036,0.83019,0.89011,0.82418,"detalle_1",1,4,"moviles111"
"resumen_metricas.23","modelo_svm - radial",0.9425,0.0575,0.97321,0.90566,0.93407,0.95604,"detalle_1",1,4,"moviles111"
"resumen_metricas.33","modelo_svm - sigmoid",0.9175,0.0825,0.91071,0.89623,0.86813,1,"detalle_1",1,4,"moviles111"
"resumen_metricas42","modelo_svm - linear",0.9525,0.0475,0.99,0.90654,0.94286,0.97727,"detalle_1",1,5,"moviles111"
"resumen_metricas.142","modelo_svm - polynomial",0.815,0.185,0.8,0.84112,0.80952,0.80682,"detalle_1",1,5,"moviles111"
"resumen_metricas.24","modelo_svm - radial",0.8725,0.1275,0.89,0.83178,0.82857,0.95455,"detalle_1",1,5,"moviles111"
"resumen_metricas.34","modelo_svm - sigmoid",0.8925,0.1075,0.93,0.84112,0.86667,0.94318,"detalle_1",1,5,"moviles111"
"resumen_metricas52","modelo_svm - linear",0.96,0.04,0.94059,0.93137,0.98795,0.98246,"detalle_1",2,1,"moviles111"
"resumen_metricas.152","modelo_svm - polynomial",0.8125,0.1875,0.81188,0.7451,0.89157,0.81579,"detalle_1",2,1,"moviles111"
"resumen_metricas.25","modelo_svm - radial",0.895,0.105,0.93069,0.82353,0.86747,0.94737,"detalle_1",2,1,"moviles111"
"resumen_metricas.35","modelo_svm - sigmoid",0.89,0.11,0.93069,0.87255,0.85542,0.89474,"detalle_1",2,1,"moviles111"
"resumen_metricas62","modelo_svm - linear",0.975,0.025,0.9717,1,0.94118,0.98925,"detalle_1",2,2,"moviles111"
"resumen_metricas.162","modelo_svm - polynomial",0.8375,0.1625,0.86792,0.86869,0.80392,0.80645,"detalle_1",2,2,"moviles111"
"resumen_metricas.26","modelo_svm - radial",0.9075,0.0925,0.96226,0.88889,0.88235,0.89247,"detalle_1",2,2,"moviles111"
"resumen_metricas.36","modelo_svm - sigmoid",0.925,0.075,0.95283,0.89899,0.91176,0.93548,"detalle_1",2,2,"moviles111"
"resumen_metricas72","modelo_svm - linear",0.9775,0.0225,1,0.9604,0.95614,1,"detalle_1",2,3,"moviles111"
"resumen_metricas.172","modelo_svm - polynomial",0.805,0.195,0.82796,0.83168,0.7807,0.78261,"detalle_1",2,3,"moviles111"
"resumen_metricas.27","modelo_svm - radial",0.9,0.1,0.97849,0.90099,0.80702,0.93478,"detalle_1",2,3,"moviles111"
"resumen_metricas.37","modelo_svm - sigmoid",0.92,0.08,0.93548,0.91089,0.85965,0.98913,"detalle_1",2,3,"moviles111"
"resumen_metricas82","modelo_svm - linear",0.94,0.06,0.97222,0.89216,0.9011,0.9899,"detalle_1",2,4,"moviles111"
"resumen_metricas.182","modelo_svm - polynomial",0.7775,0.2225,0.81481,0.72549,0.83516,0.73737,"detalle_1",2,4,"moviles111"
"resumen_metricas.28","modelo_svm - radial",0.8925,0.1075,0.91667,0.87255,0.85714,0.91919,"detalle_1",2,4,"moviles111"
"resumen_metricas.38","modelo_svm - sigmoid",0.8825,0.1175,0.92593,0.85294,0.79121,0.94949,"detalle_1",2,4,"moviles111"
"resumen_metricas92","modelo_svm - linear",0.9775,0.0225,1,0.97917,0.94545,0.9902,"detalle_1",2,5,"moviles111"
"resumen_metricas.192","modelo_svm - polynomial",0.845,0.155,0.8913,0.79167,0.88182,0.81373,"detalle_1",2,5,"moviles111"
"resumen_metricas.29","modelo_svm - radial",0.8925,0.1075,0.92391,0.83333,0.89091,0.92157,"detalle_1",2,5,"moviles111"
"resumen_metricas.39","modelo_svm - sigmoid",0.89,0.11,0.95652,0.85417,0.81818,0.94118,"detalle_1",2,5,"moviles111"
"resumen_metricas102","modelo_svm - linear",0.9725,0.0275,0.97087,0.96907,0.96078,0.9898,"detalle_1",3,1,"moviles111"
"resumen_metricas.1102","modelo_svm - polynomial",0.825,0.175,0.83495,0.81443,0.84314,0.80612,"detalle_1",3,1,"moviles111"
"resumen_metricas.210","modelo_svm - radial",0.9,0.1,0.93204,0.82474,0.92157,0.91837,"detalle_1",3,1,"moviles111"
"resumen_metricas.310","modelo_svm - sigmoid",0.93,0.07,0.93204,0.93814,0.89216,0.95918,"detalle_1",3,1,"moviles111"
"resumen_metricas112","modelo_svm - linear",0.96,0.04,0.93333,0.97222,0.95918,0.97753,"detalle_1",3,2,"moviles111"
"resumen_metricas.1112","modelo_svm - polynomial",0.8075,0.1925,0.80952,0.83333,0.78571,0.79775,"detalle_1",3,2,"moviles111"
"resumen_metricas.211","modelo_svm - radial",0.8975,0.1025,0.87619,0.87963,0.87755,0.96629,"detalle_1",3,2,"moviles111"
"resumen_metricas.311","modelo_svm - sigmoid",0.88,0.12,0.92381,0.83333,0.86735,0.89888,"detalle_1",3,2,"moviles111"
"resumen_metricas122","modelo_svm - linear",0.955,0.045,0.96842,0.92632,0.93458,0.99029,"detalle_1",3,3,"moviles111"
"resumen_metricas.1122","modelo_svm - polynomial",0.82,0.18,0.83158,0.8,0.84112,0.80583,"detalle_1",3,3,"moviles111"
"resumen_metricas.212","modelo_svm - radial",0.9025,0.0975,0.94737,0.85263,0.85981,0.95146,"detalle_1",3,3,"moviles111"
"resumen_metricas.312","modelo_svm - sigmoid",0.8875,0.1125,0.91579,0.81053,0.85981,0.96117,"detalle_1",3,3,"moviles111"
"resumen_metricas132","modelo_svm - linear",0.95,0.05,0.97115,0.91489,0.93939,0.97087,"detalle_1",3,4,"moviles111"
"resumen_metricas.1132","modelo_svm - polynomial",0.8025,0.1975,0.875,0.81915,0.73737,0.7767,"detalle_1",3,4,"moviles111"
"resumen_metricas.213","modelo_svm - radial",0.905,0.095,0.95192,0.8617,0.85859,0.94175,"detalle_1",3,4,"moviles111"
"resumen_metricas.313","modelo_svm - sigmoid",0.9075,0.0925,0.98077,0.91489,0.76768,0.96117,"detalle_1",3,4,"moviles111"
"resumen_metricas142","modelo_svm - linear",0.975,0.025,0.96774,0.99057,0.93617,1,"detalle_1",3,5,"moviles111"
"resumen_metricas.1142","modelo_svm - polynomial",0.81,0.19,0.78495,0.79245,0.84043,0.82243,"detalle_1",3,5,"moviles111"
"resumen_metricas.214","modelo_svm - radial",0.915,0.085,0.95699,0.92453,0.85106,0.92523,"detalle_1",3,5,"moviles111"
"resumen_metricas.314","modelo_svm - sigmoid",0.915,0.085,0.94624,0.90566,0.82979,0.97196,"detalle_1",3,5,"moviles111"
"resumen_metricas151","modelo_svm - linear",0.9475,0.0525,0.97872,0.91429,0.92308,0.97273,"detalle_1",1,1,"moviles112"
"resumen_metricas.1151","modelo_svm - polynomial",0.8,0.2,0.82979,0.82857,0.84615,0.70909,"detalle_1",1,1,"moviles112"
"resumen_metricas.215","modelo_svm - radial",0.885,0.115,0.92553,0.89524,0.85714,0.86364,"detalle_1",1,1,"moviles112"
"resumen_metricas.315","modelo_svm - sigmoid",0.935,0.065,0.97872,0.87619,0.91209,0.97273,"detalle_1",1,1,"moviles112"
"resumen_metricas161","modelo_svm - linear",0.9525,0.0475,0.97826,0.90196,0.96552,0.96667,"detalle_1",1,2,"moviles112"
"resumen_metricas.1161","modelo_svm - polynomial",0.795,0.205,0.80435,0.82353,0.81034,0.73333,"detalle_1",1,2,"moviles112"
"resumen_metricas.216","modelo_svm - radial",0.8725,0.1275,0.93478,0.82353,0.85345,0.88889,"detalle_1",1,2,"moviles112"
"resumen_metricas.316","modelo_svm - sigmoid",0.9275,0.0725,0.94565,0.93137,0.90517,0.93333,"detalle_1",1,2,"moviles112"
"resumen_metricas211","modelo_svm - linear",0.965,0.035,0.97826,0.9537,0.9375,0.99038,"detalle_1",1,3,"moviles112"
"resumen_metricas.1211","modelo_svm - polynomial",0.8125,0.1875,0.8587,0.77778,0.82292,0.79808,"detalle_1",1,3,"moviles112"
"resumen_metricas.221","modelo_svm - radial",0.8825,0.1175,0.90217,0.86111,0.83333,0.93269,"detalle_1",1,3,"moviles112"
"resumen_metricas.321","modelo_svm - sigmoid",0.9325,0.0675,0.92391,0.94444,0.86458,0.99038,"detalle_1",1,3,"moviles112"
"resumen_metricas311","modelo_svm - linear",0.97,0.03,1,0.91489,0.97059,0.9899,"detalle_1",1,4,"moviles112"
"resumen_metricas.1311","modelo_svm - polynomial",0.8575,0.1425,0.85714,0.84043,0.90196,0.82828,"detalle_1",1,4,"moviles112"
"resumen_metricas.231","modelo_svm - radial",0.9225,0.0775,0.98095,0.87234,0.88235,0.94949,"detalle_1",1,4,"moviles112"
"resumen_metricas.331","modelo_svm - sigmoid",0.93,0.07,0.99048,0.90426,0.87255,0.94949,"detalle_1",1,4,"moviles112"
"resumen_metricas411","modelo_svm - linear",0.965,0.035,0.97436,0.92308,0.96842,0.98969,"detalle_1",1,5,"moviles112"
"resumen_metricas.1411","modelo_svm - polynomial",0.83,0.17,0.81197,0.83516,0.87368,0.80412,"detalle_1",1,5,"moviles112"
"resumen_metricas.241","modelo_svm - radial",0.9275,0.0725,0.95726,0.89011,0.88421,0.96907,"detalle_1",1,5,"moviles112"
"resumen_metricas.341","modelo_svm - sigmoid",0.92,0.08,0.92308,0.9011,0.90526,0.94845,"detalle_1",1,5,"moviles112"
"resumen_metricas511","modelo_svm - linear",0.9625,0.0375,0.98837,0.95192,0.91919,0.99099,"detalle_1",2,1,"moviles112"
"resumen_metricas.1511","modelo_svm - polynomial",0.835,0.165,0.81395,0.875,0.85859,0.79279,"detalle_1",2,1,"moviles112"
"resumen_metricas.251","modelo_svm - radial",0.905,0.095,0.94186,0.875,0.88889,0.91892,"detalle_1",2,1,"moviles112"
"resumen_metricas.351","modelo_svm - sigmoid",0.92,0.08,0.96512,0.90385,0.84848,0.96396,"detalle_1",2,1,"moviles112"
"resumen_metricas611","modelo_svm - linear",0.96,0.04,0.96721,0.93617,0.95918,0.97674,"detalle_1",2,2,"moviles112"
"resumen_metricas.1611","modelo_svm - polynomial",0.8125,0.1875,0.77049,0.82979,0.87755,0.77907,"detalle_1",2,2,"moviles112"
"resumen_metricas.261","modelo_svm - radial",0.9175,0.0825,0.94262,0.88298,0.91837,0.9186,"detalle_1",2,2,"moviles112"
"resumen_metricas.361","modelo_svm - sigmoid",0.955,0.045,0.94262,0.94681,0.94898,0.98837,"detalle_1",2,2,"moviles112"
"resumen_metricas711","modelo_svm - linear",0.9575,0.0425,0.9898,0.8932,0.9697,0.98,"detalle_1",2,3,"moviles112"
"resumen_metricas.1711","modelo_svm - polynomial",0.825,0.175,0.86735,0.7767,0.85859,0.8,"detalle_1",2,3,"moviles112"
"resumen_metricas.271","modelo_svm - radial",0.9175,0.0825,0.96939,0.8932,0.88889,0.92,"detalle_1",2,3,"moviles112"
"resumen_metricas.371","modelo_svm - sigmoid",0.925,0.075,0.95918,0.91262,0.89899,0.93,"detalle_1",2,3,"moviles112"
"resumen_metricas811","modelo_svm - linear",0.9575,0.0425,0.97895,0.9697,0.89796,0.98148,"detalle_1",2,4,"moviles112"
"resumen_metricas.1811","modelo_svm - polynomial",0.8175,0.1825,0.86316,0.79798,0.79592,0.81481,"detalle_1",2,4,"moviles112"
"resumen_metricas.281","modelo_svm - radial",0.91,0.09,0.95789,0.88889,0.83673,0.9537,"detalle_1",2,4,"moviles112"
"resumen_metricas.381","modelo_svm - sigmoid",0.9225,0.0775,0.94737,0.94949,0.85714,0.93519,"detalle_1",2,4,"moviles112"
"resumen_metricas911","modelo_svm - linear",0.9575,0.0425,1,0.91,0.95283,0.96842,"detalle_1",2,5,"moviles112"
"resumen_metricas.1911","modelo_svm - polynomial",0.8025,0.1975,0.82828,0.81,0.83962,0.72632,"detalle_1",2,5,"moviles112"
"resumen_metricas.291","modelo_svm - radial",0.905,0.095,0.92929,0.88,0.87736,0.93684,"detalle_1",2,5,"moviles112"
"resumen_metricas.391","modelo_svm - sigmoid",0.9125,0.0875,0.94949,0.89,0.88679,0.92632,"detalle_1",2,5,"moviles112"
"resumen_metricas1011","modelo_svm - linear",0.9775,0.0225,0.97826,0.99029,0.96296,0.97938,"detalle_1",3,1,"moviles112"
"resumen_metricas.11011","modelo_svm - polynomial",0.855,0.145,0.8587,0.91262,0.84259,0.80412,"detalle_1",3,1,"moviles112"
"resumen_metricas.2101","modelo_svm - radial",0.925,0.075,0.95652,0.95146,0.86111,0.93814,"detalle_1",3,1,"moviles112"
"resumen_metricas.3101","modelo_svm - sigmoid",0.9475,0.0525,0.95652,0.96117,0.92593,0.94845,"detalle_1",3,1,"moviles112"
"resumen_metricas1111","modelo_svm - linear",0.955,0.045,1,0.9596,0.88571,0.98095,"detalle_1",3,2,"moviles112"
"resumen_metricas.11111","modelo_svm - polynomial",0.815,0.185,0.85714,0.84848,0.8,0.7619,"detalle_1",3,2,"moviles112"
"resumen_metricas.2111","modelo_svm - radial",0.8825,0.1175,0.94505,0.86869,0.84762,0.87619,"detalle_1",3,2,"moviles112"
"resumen_metricas.3111","modelo_svm - sigmoid",0.915,0.085,0.93407,0.91919,0.87619,0.93333,"detalle_1",3,2,"moviles112"
"resumen_metricas1211","modelo_svm - linear",0.9625,0.0375,0.9902,0.91429,0.94792,1,"detalle_1",3,3,"moviles112"
"resumen_metricas.11211","modelo_svm - polynomial",0.8375,0.1625,0.83333,0.84762,0.85417,0.81443,"detalle_1",3,3,"moviles112"
"resumen_metricas.2121","modelo_svm - radial",0.92,0.08,0.94118,0.86667,0.91667,0.95876,"detalle_1",3,3,"moviles112"
"resumen_metricas.3121","modelo_svm - sigmoid",0.9475,0.0525,0.98039,0.97143,0.90625,0.92784,"detalle_1",3,3,"moviles112"
"resumen_metricas1311","modelo_svm - linear",0.94,0.06,0.94444,0.88764,0.93,0.99029,"detalle_1",3,4,"moviles112"
"resumen_metricas.11311","modelo_svm - polynomial",0.8,0.2,0.7963,0.77528,0.82,0.80583,"detalle_1",3,4,"moviles112"
"resumen_metricas.2131","modelo_svm - radial",0.8975,0.1025,0.93519,0.86517,0.84,0.94175,"detalle_1",3,4,"moviles112"
"resumen_metricas.3131","modelo_svm - sigmoid",0.9175,0.0825,0.94444,0.91011,0.86,0.95146,"detalle_1",3,4,"moviles112"
"resumen_metricas1411","modelo_svm - linear",0.925,0.075,0.94393,0.90385,0.87912,0.96939,"detalle_1",3,5,"moviles112"
"resumen_metricas.11411","modelo_svm - polynomial",0.7875,0.2125,0.85047,0.78846,0.82418,0.68367,"detalle_1",3,5,"moviles112"
"resumen_metricas.2141","modelo_svm - radial",0.885,0.115,0.91589,0.86538,0.86813,0.88776,"detalle_1",3,5,"moviles112"
"resumen_metricas.3141","modelo_svm - sigmoid",0.89,0.11,0.93458,0.83654,0.86813,0.91837,"detalle_1",3,5,"moviles112"
"resumen_metricas19","modelo_bosques - No_kernel",0.9025,0.0975,0.94792,0.88889,0.92632,0.85149,"ntree=500",1,1,"moviles111"
"resumen_metricas110","modelo_bosques - No_kernel",0.9025,0.0975,0.93939,0.88372,0.82759,0.9697,"ntree=500",1,2,"moviles111"
"resumen_metricas23","modelo_bosques - No_kernel",0.8875,0.1125,0.98958,0.84112,0.79208,0.9375,"ntree=500",1,3,"moviles111"
"resumen_metricas33","modelo_bosques - No_kernel",0.8825,0.1175,0.97115,0.8018,0.84444,0.91579,"ntree=500",1,4,"moviles111"
"resumen_metricas43","modelo_bosques - No_kernel",0.8725,0.1275,0.90476,0.82955,0.81633,0.92661,"ntree=500",1,5,"moviles111"
"resumen_metricas53","modelo_bosques - No_kernel",0.9075,0.0925,0.98889,0.86792,0.86316,0.91743,"ntree=500",2,1,"moviles111"
"resumen_metricas63","modelo_bosques - No_kernel",0.8925,0.1075,0.92222,0.86239,0.84466,0.94898,"ntree=500",2,2,"moviles111"
"resumen_metricas73","modelo_bosques - No_kernel",0.88,0.12,0.95327,0.81081,0.83871,0.92135,"ntree=500",2,3,"moviles111"
"resumen_metricas83","modelo_bosques - No_kernel",0.8875,0.1125,0.94444,0.85185,0.80189,0.94286,"ntree=500",2,4,"moviles111"
"resumen_metricas93","modelo_bosques - No_kernel",0.8775,0.1225,0.94286,0.90323,0.7767,0.88889,"ntree=500",2,5,"moviles111"
"resumen_metricas103","modelo_bosques - No_kernel",0.905,0.095,0.93478,0.85965,0.90385,0.93333,"ntree=500",3,1,"moviles111"
"resumen_metricas113","modelo_bosques - No_kernel",0.8875,0.1125,0.98113,0.82222,0.81,0.92308,"ntree=500",3,2,"moviles111"
"resumen_metricas123","modelo_bosques - No_kernel",0.9,0.1,0.95146,0.86458,0.88,0.90099,"ntree=500",3,3,"moviles111"
"resumen_metricas133","modelo_bosques - No_kernel",0.895,0.105,0.94175,0.85106,0.81633,0.9619,"ntree=500",3,4,"moviles111"
"resumen_metricas143","modelo_bosques - No_kernel",0.8825,0.1175,0.91667,0.83962,0.83673,0.94,"ntree=500",3,5,"moviles111"
"resumen_metricas152","modelo_bosques - No_kernel",0.8875,0.1125,0.95098,0.84375,0.82474,0.92381,"ntree=500",1,1,"moviles112"
"resumen_metricas162","modelo_bosques - No_kernel",0.89,0.11,0.95918,0.86792,0.81553,0.92473,"ntree=500",1,2,"moviles112"
"resumen_metricas212","modelo_bosques - No_kernel",0.8725,0.1275,0.93069,0.80198,0.83654,0.92553,"ntree=500",1,3,"moviles112"
"resumen_metricas312","modelo_bosques - No_kernel",0.895,0.105,0.93069,0.84375,0.88043,0.91892,"ntree=500",1,4,"moviles112"
"resumen_metricas412","modelo_bosques - No_kernel",0.8875,0.1125,0.96939,0.84158,0.78846,0.95876,"ntree=500",1,5,"moviles112"
